0.88184,0.85996,0.814,0.86652,0.85339
0.79076,0.79509,0.80808,0.87157,0.88456
0.83582,0.82836,0.78731,0.87127,0.87687
0.81295,0.80096,0.82494,0.83693,0.81295
0.83533,0.79641,0.77844,0.8982,0.9012
0.87311,0.8447,0.84848,0.89962,0.9072
0.91224,0.89838,0.86605,0.92379,0.91917
0.81633,0.80758,0.78426,0.89942,0.90816
0.83502,0.82716,0.8092,0.83165,0.88777
0.85468,0.83939,0.7935,0.88145,0.81644
0.8299,0.8203,0.79973,0.8738,0.87929
0.84223,0.83252,0.78883,0.86408,0.89806
0.85817,0.84381,0.78456,0.85458,0.87074
0.85474,0.84862,0.82416,0.88991,0.87462
0.86454,0.87671,0.84779,0.91172,0.91172
0.85059,0.83432,0.80178,0.8358,0.85947
0.81245,0.77242,0.75612,0.82061,0.82135
0.86311,0.87145,0.84307,0.87312,0.87813
0.76724,0.74856,0.70833,0.8046,0.875
0.79251,0.76911,0.72855,0.84555,0.87832
0.82371,0.81763,0.80395,0.86018,0.88146
0.81921,0.81356,0.75141,0.81921,0.86441
0.86637,0.8598,0.81709,0.89376,0.89266
0.85197,0.84132,0.82002,0.89137,0.89457
0.8488,0.85479,0.83533,0.86078,0.84731
0.74584,0.73397,0.69359,0.79572,0.84798
0.78235,0.78824,0.78235,0.88824,0.89706
0.56107,0.53626,0.48664,0.50954,0.68321
0.85677,0.85677,0.85283,0.90802,0.89882
0.8379,0.83447,0.77511,0.84018,0.871
0.79266,0.8055,0.72844,0.82018,0.84404
0.80669,0.82714,0.78253,0.77323,0.87732
0.87433,0.85695,0.81952,0.90241,0.90508
0.90438,0.88134,0.86175,0.87212,0.86982
0.84323,0.8076,0.84798,0.8266,0.8361
0.84153,0.84044,0.79344,0.88415,0.89617
0.82027,0.81182,0.7696,0.8661,0.87817
0.87393,0.86351,0.81801,0.88341,0.89668
0.83974,0.83718,0.79487,0.84231,0.88333
0.8628,0.85078,0.80764,0.86563,0.88755
0.84524,0.83631,0.81548,0.8244,0.81845
0.8522,0.84687,0.79893,0.83755,0.87883
0.89523,0.89057,0.83702,0.91385,0.91502
0.83866,0.83569,0.79257,0.87658,0.85874
0.83286,0.82625,0.76676,0.87535,0.90746
0.80174,0.80897,0.80608,0.87265,0.88712
0.84665,0.84558,0.77636,0.85729,0.86155
0.82149,0.81157,0.7719,0.8314,0.86446
0.75264,0.75545,0.69993,0.77442,0.86999
0.81491,0.82112,0.79752,0.85714,0.84845
0.81158,0.8159,0.78565,0.86171,0.84529
0.82028,0.81228,0.78559,0.88167,0.88078
0.88367,0.86429,0.8051,0.81327,0.86837
0.84165,0.8253,0.77969,0.83391,0.86231
0.86447,0.84127,0.79365,0.85348,0.89011
0.80381,0.80654,0.76431,0.85695,0.86376
0.91493,0.90278,0.86806,0.90799,0.93056
0.72886,0.71642,0.74627,0.80597,0.77363
0.82143,0.80026,0.7672,0.82011,0.84788
0.89023,0.88159,0.85653,0.90061,0.90838
0.85732,0.83605,0.78098,0.8836,0.89487
0.88127,0.88639,0.83521,0.86796,0.79529
0.83284,0.83728,0.81065,0.90828,0.91272
0.85841,0.84661,0.77974,0.86726,0.88889
0.82014,0.78777,0.7542,0.86091,0.86451
0.81049,0.8088,0.80203,0.88325,0.86971
0.72859,0.67634,0.65457,0.77358,0.82293
0.8,0.78425,0.72913,0.85039,0.86614
0.90652,0.90652,0.87208,0.87577,0.90037
0.84336,0.83859,0.79561,0.87393,0.87011
0.87646,0.85942,0.82854,0.88605,0.88711
0.85682,0.85344,0.80045,0.86133,0.89177
0.81576,0.80831,0.79127,0.87966,0.89137
0.85314,0.84513,0.80908,0.86916,0.91722
0.86039,0.85714,0.82468,0.84903,0.87987
0.86035,0.85786,0.82045,0.89526,0.85287
0.88796,0.88515,0.85154,0.88515,0.86555
0.88337,0.87593,0.85856,0.91315,0.94045
0.86326,0.87017,0.81906,0.84392,0.91713
0.78089,0.76112,0.69193,0.78583,0.83031
0.84812,0.82857,0.80752,0.90677,0.90677
0.86727,0.85973,0.79789,0.80845,0.83861
0.83258,0.80995,0.79864,0.86199,0.88914
0.89568,0.88489,0.8759,0.8723,0.8795
0.77968,0.79338,0.73516,0.80594,0.85046
0.78352,0.76676,0.7067,0.73883,0.72626
0.9007,0.90418,0.83101,0.84495,0.89373
0.76404,0.76124,0.70787,0.81742,0.86236
0.82084,0.80804,0.78245,0.86045,0.8769
